"stay_date","lead_time","pickup","otb_rooms"
2015-08-15,65,1,30
2015-08-15,64,1,31
2015-08-15,53,1,32
2015-08-15,45,1,33
2015-08-15,35,1,34
2015-08-15,32,1,35
2015-08-15,31,2,37
2015-08-15,30,1,38
2015-08-15,29,1,39
2015-08-15,26,2,41
2015-08-15,8,1,42
2015-08-15,7,1,43
2015-08-15,3,2,45
2015-08-15,2,1,46
2015-08-16,172,1,1
2015-08-16,167,1,2
2015-08-16,144,1,3
2015-08-16,115,1,4
2015-08-16,106,1,5
2015-08-16,95,2,7
2015-08-16,90,2,9
2015-08-16,87,1,10
2015-08-16,86,6,16
2015-08-16,85,1,17
2015-08-16,81,2,19
2015-08-16,78,2,21
2015-08-16,76,1,22
2015-08-16,68,1,23
2015-08-16,66,1,24
2015-08-16,58,1,25
2015-08-16,37,12,37
2015-08-16,32,2,39
2015-08-16,20,1,40
2015-08-16,12,1,41
2015-08-16,10,1,42
2015-08-16,8,2,44
2015-08-16,3,2,46
2015-08-16,2,3,49
2015-08-16,0,1,50
2015-08-17,272,2,2
2015-08-17,175,1,3
2015-08-17,173,1,4
2015-08-17,171,1,5
2015-08-17,159,1,6
2015-08-17,145,1,7
2015-08-17,125,2,9
2015-08-17,124,2,11
2015-08-17,100,3,14
2015-08-17,96,2,16
2015-08-17,91,1,17
2015-08-17,87,1,18
2015-08-17,83,3,21
2015-08-17,82,3,24
2015-08-17,80,3,27
2015-08-17,79,1,28
2015-08-17,77,1,29
2015-08-17,74,2,31
2015-08-17,70,3,34
2015-08-17,66,1,35
2015-08-17,65,1,36
2015-08-17,63,1,37
2015-08-17,59,1,38
2015-08-17,58,1,39
2015-08-17,21,1,40
2015-08-17,14,1,41
2015-08-17,13,1,42
2015-08-17,10,1,43
2015-08-17,0,2,45
2015-08-18,126,3,3
2015-08-18,117,2,5
2015-08-18,92,2,7
2015-08-18,81,1,8
2015-08-18,74,2,10
2015-08-18,71,1,11
2015-08-18,68,2,13
2015-08-18,61,1,14
2015-08-18,57,2,16
2015-08-18,54,1,17
2015-08-18,13,4,21
2015-08-18,10,2,23
2015-08-19,138,1,1
2015-08-19,128,1,2
2015-08-19,125,1,3
2015-08-19,98,1,4
2015-08-19,91,1,5
2015-08-19,68,1,6
2015-08-19,61,2,8
2015-08-19,58,2,10
2015-08-19,41,1,11
2015-08-19,33,1,12
2015-08-19,16,1,13
2015-08-19,11,1,14
2015-08-19,2,2,16
2015-08-19,1,2,18
2015-08-19,0,2,20
2015-08-20,177,1,1
2015-08-20,163,1,2
2015-08-20,147,1,3
2015-08-20,139,2,5
2015-08-20,120,2,7
2015-08-20,117,3,10
2015-08-20,80,1,11
2015-08-20,66,1,12
2015-08-20,65,1,13
2015-08-20,64,1,14
2015-08-20,63,2,16
2015-08-20,62,1,17
2015-08-20,59,2,19
2015-08-20,58,2,21
2015-08-20,50,1,22
2015-08-20,40,1,23
2015-08-20,29,1,24
2015-08-20,15,1,25
2015-08-20,12,1,26
2015-08-20,10,2,28
2015-08-20,0,2,30
2015-08-21,186,1,1
2015-08-21,148,1,2
2015-08-21,112,1,3
2015-08-21,102,2,5
2015-08-21,77,1,6
2015-08-21,76,1,7
2015-08-21,71,1,8
2015-08-21,65,1,9
2015-08-21,57,1,10
2015-08-21,51,2,12
2015-08-21,50,1,13
2015-08-21,45,2,15
2015-08-21,38,1,16
2015-08-21,37,1,17
2015-08-21,35,3,20
2015-08-21,32,1,21
2015-08-21,24,2,23
2015-08-21,16,3,26
2015-08-21,13,1,27
2015-08-21,11,1,28
2015-08-22,233,1,1
2015-08-22,232,1,2
2015-08-22,152,1,3
2015-08-22,151,2,5
2015-08-22,150,1,6
2015-08-22,112,1,7
2015-08-22,102,1,8
2015-08-22,101,1,9
2015-08-22,89,2,11
2015-08-22,85,2,13
2015-08-22,75,2,15
2015-08-22,72,1,16
2015-08-22,70,1,17
2015-08-22,66,1,18
2015-08-22,65,1,19
2015-08-22,60,2,21
2015-08-22,59,1,22
2015-08-22,54,1,23
2015-08-22,49,1,24
2015-08-22,47,2,26
2015-08-22,46,5,31
2015-08-22,42,1,32
2015-08-22,36,3,35
2015-08-22,26,1,36
2015-08-22,22,1,37
2015-08-22,15,1,38
2015-08-22,12,2,40
2015-08-22,4,1,41
2015-08-22,1,1,42
2015-08-22,0,1,43
2015-08-23,193,1,1
2015-08-23,151,1,2
2015-08-23,132,1,3
2015-08-23,100,1,4
2015-08-23,92,1,5
2015-08-23,88,3,8
2015-08-23,82,1,9
2015-08-23,69,3,12
2015-08-23,67,3,15
2015-08-23,62,3,18
2015-08-23,59,1,19
2015-08-23,52,1,20
2015-08-23,48,1,21
2015-08-23,45,1,22
2015-08-23,39,1,23
2015-08-23,37,3,26
2015-08-23,32,1,27
2015-08-23,31,2,29
2015-08-23,23,1,30
2015-08-23,22,2,32
2015-08-23,20,1,33
2015-08-23,15,1,34
2015-08-23,6,1,35
2015-08-23,5,1,36
2015-08-23,0,1,37
2015-08-24,199,2,2
2015-08-24,128,1,3
2015-08-24,103,1,4
2015-08-24,84,1,5
2015-08-24,77,2,7
2015-08-24,76,1,8
2015-08-24,63,1,9
2015-08-24,62,1,10
2015-08-24,58,2,12
2015-08-24,55,1,13
2015-08-24,54,1,14
2015-08-24,40,1,15
2015-08-24,39,1,16
2015-08-24,37,1,17
2015-08-24,35,1,18
2015-08-24,30,1,19
2015-08-24,21,1,20
2015-08-24,17,1,21
2015-08-24,12,2,23
2015-08-24,11,2,25
2015-08-24,10,1,26
2015-08-24,9,2,28
2015-08-24,0,7,35
2015-08-25,236,1,1
2015-08-25,204,1,2
2015-08-25,201,1,3
2015-08-25,84,1,4
2015-08-25,78,1,5
2015-08-25,69,1,6
2015-08-25,62,2,8
2015-08-25,56,1,9
2015-08-25,52,1,10
2015-08-25,49,2,12
2015-08-25,45,2,14
2015-08-25,43,1,15
2015-08-25,38,1,16
2015-08-25,24,1,17
2015-08-25,22,1,18
2015-08-25,13,1,19
2015-08-25,1,1,20
2015-08-25,0,1,21
2015-08-26,212,1,1
2015-08-26,211,1,2
2015-08-26,210,1,3
2015-08-26,204,1,4
2015-08-26,196,1,5
2015-08-26,97,1,6
2015-08-26,83,1,7
2015-08-26,76,1,8
2015-08-26,74,1,9
2015-08-26,57,1,10
2015-08-26,42,1,11
2015-08-26,39,1,12
2015-08-26,37,3,15
2015-08-26,21,2,17
2015-08-26,5,1,18
2015-08-26,2,1,19
2015-08-26,0,3,22
2015-08-27,198,2,2
2015-08-27,146,1,3
2015-08-27,101,1,4
2015-08-27,97,1,5
2015-08-27,90,1,6
2015-08-27,76,1,7
2015-08-27,59,1,8
2015-08-27,57,1,9
2015-08-27,51,1,10
2015-08-27,49,2,12
2015-08-27,48,1,13
2015-08-27,45,1,14
2015-08-27,44,1,15
2015-08-27,43,1,16
2015-08-27,41,1,17
2015-08-27,38,1,18
2015-08-27,37,1,19
2015-08-27,34,1,20
2015-08-27,31,1,21
2015-08-27,27,1,22
2015-08-27,10,1,23
2015-08-27,1,1,24
2015-08-27,0,1,25
2015-08-28,239,1,1
2015-08-28,236,1,2
2015-08-28,199,1,3
2015-08-28,127,1,4
2015-08-28,107,2,6
2015-08-28,106,1,7
2015-08-28,67,1,8
2015-08-28,66,1,9
2015-08-28,50,1,10
2015-08-28,39,1,11
2015-08-28,34,2,13
2015-08-28,32,1,14
2015-08-28,31,3,17
2015-08-28,30,4,21
2015-08-28,29,1,22
2015-08-28,28,3,25
2015-08-28,25,2,27
2015-08-28,23,2,29
2015-08-28,21,1,30
2015-08-28,14,1,31
2015-08-28,11,2,33
2015-08-28,10,1,34
2015-08-28,8,1,35
2015-08-28,4,2,37
2015-08-28,0,3,40
2015-08-29,239,1,1
2015-08-29,185,1,2
2015-08-29,136,2,4
2015-08-29,134,1,5
2015-08-29,101,1,6
2015-08-29,94,2,8
2015-08-29,89,1,9
2015-08-29,66,1,10
2015-08-29,65,1,11
2015-08-29,61,2,13
2015-08-29,57,2,15
2015-08-29,52,1,16
2015-08-29,47,3,19
2015-08-29,44,1,20
2015-08-29,40,1,21
2015-08-29,37,1,22
2015-08-29,35,1,23
2015-08-29,33,1,24
2015-08-29,31,1,25
2015-08-29,29,3,28
2015-08-29,28,1,29
2015-08-29,26,1,30
2015-08-29,25,1,31
2015-08-29,23,2,33
2015-08-29,18,1,34
2015-08-29,11,1,35
2015-08-29,9,1,36
2015-08-29,4,1,37
2015-08-29,2,1,38
2015-08-29,1,4,42
2015-08-29,0,3,45
2015-08-30,216,1,1
2015-08-30,103,1,2
2015-08-30,90,1,3
2015-08-30,83,2,5
2015-08-30,82,1,6
2015-08-30,78,1,7
2015-08-30,74,2,9
2015-08-30,71,1,10
2015-08-30,68,3,13
2015-08-30,64,1,14
2015-08-30,59,1,15
2015-08-30,55,1,16
2015-08-30,47,1,17
2015-08-30,44,1,18
2015-08-30,37,1,19
2015-08-30,34,1,20
2015-08-30,27,2,22
2015-08-30,25,1,23
2015-08-30,23,1,24
2015-08-30,17,1,25
2015-08-30,13,2,27
2015-08-30,11,2,29
2015-08-30,10,1,30
2015-08-30,5,1,31
2015-08-30,2,1,32
2015-08-30,1,2,34
2015-08-30,0,4,38
2015-08-31,352,1,1
2015-08-31,286,1,2
2015-08-31,215,1,3
2015-08-31,189,1,4
2015-08-31,160,1,5
2015-08-31,83,1,6
2015-08-31,70,2,8
2015-08-31,68,1,9
2015-08-31,59,1,10
2015-08-31,52,1,11
2015-08-31,51,1,12
2015-08-31,41,1,13
2015-08-31,35,1,14
2015-08-31,34,2,16
2015-08-31,33,1,17
2015-08-31,28,1,18
2015-08-31,27,1,19
2015-08-31,26,4,23
2015-08-31,10,1,24
2015-08-31,6,2,26
2015-08-31,1,1,27
2015-08-31,0,1,28
2015-09-01,381,1,1
2015-09-01,333,1,2
2015-09-01,287,1,3
2015-09-01,242,4,7
2015-09-01,218,3,10
2015-09-01,208,2,12
2015-09-01,202,1,13
2015-09-01,194,1,14
2015-09-01,183,2,16
2015-09-01,180,1,17
2015-09-01,169,1,18
2015-09-01,167,1,19
2015-09-01,140,1,20
2015-09-01,123,1,21
2015-09-01,122,1,22
2015-09-01,105,1,23
2015-09-01,99,1,24
2015-09-01,73,1,25
2015-09-01,64,1,26
2015-09-01,63,1,27
2015-09-01,62,2,29
2015-09-01,55,1,30
2015-09-01,50,1,31
2015-09-01,48,3,34
2015-09-01,41,1,35
2015-09-01,27,4,39
2015-09-01,26,2,41
2015-09-01,19,1,42
2015-09-01,5,1,43
2015-09-01,0,1,44
2015-09-02,288,7,7
2015-09-02,244,11,18
2015-09-02,243,1,19
2015-09-02,218,1,20
2015-09-02,194,1,21
2015-09-02,174,1,22
2015-09-02,142,1,23
2015-09-02,104,2,25
2015-09-02,71,1,26
2015-09-02,68,1,27
2015-09-02,37,1,28
2015-09-02,36,1,29
2015-09-02,4,2,31
2015-09-02,0,2,33
2015-09-03,327,1,1
2015-09-03,297,3,4
2015-09-03,289,2,6
2015-09-03,245,1,7
2015-09-03,225,1,8
2015-09-03,219,1,9
2015-09-03,205,2,11
2015-09-03,199,5,16
2015-09-03,196,1,17
2015-09-03,182,1,18
2015-09-03,169,1,19
2015-09-03,163,1,20
2015-09-03,154,8,28
2015-09-03,153,1,29
2015-09-03,92,1,30
2015-09-03,65,1,31
2015-09-03,57,1,32
2015-09-03,56,1,33
2015-09-03,55,1,34
2015-09-03,52,2,36
2015-09-03,50,1,37
2015-09-03,29,5,42
2015-09-03,6,1,43
2015-09-03,3,1,44
2015-09-03,1,1,45
2015-09-04,290,1,1
2015-09-04,246,1,2
2015-09-04,243,1,3
2015-09-04,226,1,4
2015-09-04,220,1,5
2015-09-04,211,1,6
2015-09-04,205,2,8
2015-09-04,186,4,12
2015-09-04,150,1,13
2015-09-04,88,1,14
2015-09-04,73,1,15
2015-09-04,67,2,17
2015-09-04,63,1,18
2015-09-04,51,1,19
2015-09-04,29,1,20
2015-09-04,28,2,22
2015-09-04,25,1,23
2015-09-04,23,1,24
2015-09-04,15,2,26
2015-09-04,14,1,27
2015-09-04,4,2,29
2015-09-04,3,1,30
2015-09-04,1,1,31
2015-09-04,0,4,35
2015-09-05,356,1,1
2015-09-05,340,1,2
2015-09-05,246,1,3
2015-09-05,206,1,4
2015-09-05,205,1,5
2015-09-05,180,1,6
2015-09-05,103,1,7
2015-09-05,74,1,8
2015-09-05,71,1,9
2015-09-05,68,1,10
2015-09-05,67,1,11
2015-09-05,54,1,12
2015-09-05,52,1,13
2015-09-05,47,3,16
2015-09-05,31,1,17
2015-09-05,29,1,18
2015-09-05,26,2,20
2015-09-05,25,1,21
2015-09-05,15,1,22
2015-09-05,1,1,23
2015-09-05,0,2,25
2015-09-06,328,1,1
2015-09-06,301,1,2
2015-09-06,199,2,4
2015-09-06,152,1,5
2015-09-06,144,1,6
2015-09-06,143,1,7
2015-09-06,128,2,9
2015-09-06,117,1,10
2015-09-06,115,1,11
2015-09-06,110,1,12
2015-09-06,94,1,13
2015-09-06,90,1,14
2015-09-06,89,1,15
2015-09-06,81,3,18
2015-09-06,78,2,20
2015-09-06,74,1,21
2015-09-06,71,1,22
2015-09-06,69,1,23
2015-09-06,65,1,24
2015-09-06,61,2,26
2015-09-06,59,1,27
2015-09-06,57,1,28
2015-09-06,52,1,29
2015-09-06,48,2,31
2015-09-06,47,1,32
2015-09-06,40,2,34
2015-09-06,32,2,36
2015-09-06,31,2,38
2015-09-06,30,1,39
2015-09-06,25,1,40
2015-09-06,5,1,41
2015-09-06,0,3,44
2015-09-07,334,1,1
2015-09-07,333,1,2
2015-09-07,293,1,3
2015-09-07,248,1,4
2015-09-07,246,1,5
2015-09-07,217,1,6
2015-09-07,214,1,7
2015-09-07,200,2,9
2015-09-07,194,2,11
2015-09-07,167,1,12
2015-09-07,166,1,13
2015-09-07,160,1,14
2015-09-07,137,1,15
2015-09-07,117,1,16
2015-09-07,112,1,17
2015-09-07,95,1,18
2015-09-07,90,1,19
2015-09-07,65,1,20
2015-09-07,37,1,21
2015-09-07,35,2,23
2015-09-07,32,1,24
2015-09-07,30,1,25
2015-09-07,27,1,26
2015-09-07,25,1,27
2015-09-07,14,2,29
2015-09-07,6,1,30
2015-09-07,5,2,32
2015-09-07,4,2,34
2015-09-07,2,1,35
2015-09-07,1,1,36
2015-09-07,0,2,38
2015-09-08,382,1,1
2015-09-08,204,1,2
2015-09-08,187,1,3
2015-09-08,175,1,4
2015-09-08,160,1,5
2015-09-08,158,1,6
2015-09-08,148,1,7
2015-09-08,146,1,8
2015-09-08,117,1,9
2015-09-08,89,2,11
2015-09-08,71,1,12
2015-09-08,60,1,13
2015-09-08,53,1,14
2015-09-08,52,1,15
2015-09-08,12,1,16
2015-09-08,11,1,17
2015-09-08,1,1,18
2015-09-08,0,1,19
2015-09-09,295,1,1
2015-09-09,152,1,2
2015-09-09,146,1,3
2015-09-09,137,1,4
2015-09-09,130,2,6
2015-09-09,118,2,8
2015-09-09,99,1,9
2015-09-09,93,1,10
2015-09-09,58,1,11
2015-09-09,49,1,12
2015-09-09,48,1,13
2015-09-09,37,1,14
2015-09-09,32,1,15
2015-09-09,28,1,16
2015-09-09,16,1,17
2015-09-09,12,1,18
2015-09-09,8,1,19
2015-09-09,5,1,20
2015-09-09,2,1,21
2015-09-09,1,3,24
2015-09-09,0,2,26
2015-09-10,338,1,1
2015-09-10,252,2,3
2015-09-10,170,1,4
2015-09-10,167,1,5
2015-09-10,166,1,6
2015-09-10,160,4,10
2015-09-10,146,2,12
2015-09-10,140,2,14
2015-09-10,113,4,18
2015-09-10,111,2,20
2015-09-10,108,1,21
2015-09-10,97,1,22
2015-09-10,94,1,23
2015-09-10,91,1,24
2015-09-10,90,1,25
2015-09-10,82,1,26
2015-09-10,69,1,27
2015-09-10,36,1,28
2015-09-10,31,1,29
2015-09-10,12,2,31
2015-09-10,3,1,32
2015-09-10,2,1,33
2015-09-10,0,1,34
2015-09-11,253,1,1
2015-09-11,252,1,2
2015-09-11,203,1,3
2015-09-11,199,3,6
2015-09-11,193,1,7
2015-09-11,165,1,8
2015-09-11,157,1,9
2015-09-11,102,1,10
2015-09-11,97,1,11
2015-09-11,73,1,12
2015-09-11,70,1,13
2015-09-11,63,1,14
2015-09-11,44,1,15
2015-09-11,25,1,16
2015-09-11,13,1,17
2015-09-11,11,1,18
2015-09-11,8,2,20
2015-09-11,4,1,21
2015-09-11,3,1,22
2015-09-11,2,1,23
2015-09-11,1,5,28
2015-09-11,0,3,31
2015-09-12,355,1,1
2015-09-12,301,1,2
2015-09-12,254,22,24
2015-09-12,224,1,25
2015-09-12,208,1,26
2015-09-12,178,7,33
2015-09-12,172,1,34
2015-09-12,170,1,35
2015-09-12,169,1,36
2015-09-12,152,1,37
2015-09-12,149,2,39
2015-09-12,143,1,40
2015-09-12,136,1,41
2015-09-12,119,1,42
2015-09-12,116,1,43
2015-09-12,101,1,44
2015-09-12,96,1,45
2015-09-12,9,1,46
2015-09-12,2,1,47
2015-09-12,0,1,48
2015-09-13,305,2,2
2015-09-13,254,1,3
2015-09-13,252,1,4
2015-09-13,206,1,5
2015-09-13,173,1,6
2015-09-13,172,1,7
2015-09-13,163,1,8
2015-09-13,137,1,9
2015-09-13,118,1,10
2015-09-13,111,1,11
2015-09-13,108,1,12
2015-09-13,107,1,13
2015-09-13,104,1,14
2015-09-13,92,1,15
2015-09-13,83,1,16
2015-09-13,76,1,17
2015-09-13,26,1,18
2015-09-13,19,1,19
2015-09-13,17,1,20
2015-09-13,12,1,21
2015-09-13,2,1,22
2015-09-13,0,1,23
2015-09-14,222,24,24
2015-09-14,172,1,25
2015-09-14,164,1,26
2015-09-14,156,1,27
2015-09-14,135,1,28
2015-09-14,128,1,29
2015-09-14,107,1,30
2015-09-14,84,1,31
2015-09-14,83,1,32
2015-09-14,55,1,33
2015-09-14,34,1,34
2015-09-14,25,1,35
2015-09-14,21,1,36
2015-09-14,19,1,37
2015-09-14,13,1,38
2015-09-14,12,1,39
2015-09-14,11,2,41
2015-09-14,4,1,42
2015-09-15,354,1,1
2015-09-15,257,2,3
2015-09-15,227,1,4
2015-09-15,203,1,5
2015-09-15,197,1,6
2015-09-15,193,1,7
2015-09-15,152,1,8
2015-09-15,124,1,9
2015-09-15,120,1,10
2015-09-15,119,1,11
2015-09-15,99,1,12
2015-09-15,85,1,13
2015-09-15,41,1,14
2015-09-15,5,1,15
2015-09-15,4,1,16
2015-09-15,1,1,17
2015-09-15,0,1,18
2015-09-16,138,1,1
2015-09-16,120,1,2
2015-09-16,114,1,3
2015-09-16,104,1,4
2015-09-16,93,3,7
2015-09-16,88,2,9
2015-09-16,85,4,13
2015-09-16,72,1,14
2015-09-16,65,2,16
2015-09-16,57,1,17
2015-09-16,56,1,18
2015-09-16,46,1,19
2015-09-16,44,1,20
2015-09-16,42,2,22
2015-09-16,36,1,23
2015-09-16,28,1,24
2015-09-16,16,1,25
2015-09-16,14,1,26
2015-09-16,13,1,27
2015-09-16,6,3,30
2015-09-16,5,1,31
2015-09-16,2,2,33
2015-09-16,1,5,38
2015-09-16,0,11,49
2015-09-17,258,14,14
2015-09-17,227,1,15
2015-09-17,167,11,26
2015-09-17,153,1,27
2015-09-17,138,2,29
2015-09-17,131,1,30
2015-09-17,110,7,37
2015-09-17,104,1,38
2015-09-17,87,1,39
2015-09-17,78,2,41
2015-09-17,77,1,42
2015-09-17,66,1,43
2015-09-17,64,1,44
2015-09-17,52,1,45
2015-09-17,50,1,46
2015-09-17,34,1,47
2015-09-17,31,1,48
2015-09-17,30,1,49
2015-09-17,14,2,51
2015-09-17,6,1,52
2015-09-17,3,1,53
2015-09-17,1,1,54
2015-09-17,0,1,55
2015-09-18,260,2,2
2015-09-18,257,1,3
2015-09-18,211,1,4
2015-09-18,168,1,5
2015-09-18,127,1,6
2015-09-18,119,1,7
2015-09-18,99,2,9
2015-09-18,95,1,10
2015-09-18,93,1,11
2015-09-18,92,2,13
2015-09-18,79,2,15
2015-09-18,77,1,16
2015-09-18,71,2,18
2015-09-18,48,1,19
2015-09-18,35,1,20
2015-09-18,7,2,22
2015-09-18,2,1,23
2015-09-19,305,1,1
2015-09-19,239,24,25
2015-09-19,234,1,26
2015-09-19,201,1,27
2015-09-19,185,1,28
2015-09-19,169,1,29
2015-09-19,128,1,30
2015-09-19,115,2,32
2015-09-19,110,1,33
2015-09-19,99,2,35
2015-09-19,87,3,38
2015-09-19,85,1,39
2015-09-19,78,1,40
2015-09-19,75,1,41
2015-09-19,70,1,42
2015-09-19,66,1,43
2015-09-19,65,2,45
2015-09-19,61,1,46
2015-09-19,35,1,47
2015-09-19,33,3,50
2015-09-19,7,1,51
2015-09-19,4,1,52
2015-09-20,241,1,1
2015-09-20,222,2,3
2015-09-20,170,5,8
2015-09-20,131,1,9
2015-09-20,125,3,12
2015-09-20,103,1,13
2015-09-20,93,1,14
2015-09-20,89,1,15
2015-09-20,86,1,16
2015-09-20,83,1,17
2015-09-20,65,1,18
2015-09-20,39,1,19
2015-09-20,32,1,20
2015-09-20,3,1,21
2015-09-21,262,15,15
2015-09-21,208,1,16
2015-09-21,185,17,33
2015-09-21,179,1,34
2015-09-21,130,2,36
2015-09-21,128,1,37
2015-09-21,124,1,38
2015-09-21,121,1,39
2015-09-21,112,1,40
2015-09-21,111,1,41
2015-09-21,109,1,42
2015-09-21,96,1,43
2015-09-21,95,1,44
2015-09-21,94,1,45
2015-09-21,90,2,47
2015-09-21,84,1,48
2015-09-21,65,1,49
2015-09-21,37,1,50
2015-09-21,34,2,52
2015-09-21,33,1,53
2015-09-21,0,1,54
2015-09-22,158,2,2
2015-09-22,108,1,3
2015-09-22,81,1,4
2015-09-22,78,1,5
2015-09-22,76,1,6
2015-09-22,75,2,8
2015-09-22,70,1,9
2015-09-22,47,1,10
2015-09-22,34,2,12
2015-09-22,1,2,14
2015-09-23,309,1,1
2015-09-23,225,2,3
2015-09-23,224,2,5
2015-09-23,219,2,7
2015-09-23,202,1,8
2015-09-23,160,1,9
2015-09-23,159,1,10
2015-09-23,154,1,11
2015-09-23,137,1,12
2015-09-23,131,1,13
2015-09-23,130,1,14
2015-09-23,119,1,15
2015-09-23,93,1,16
2015-09-23,90,1,17
2015-09-23,86,1,18
2015-09-23,82,1,19
2015-09-23,76,1,20
2015-09-23,70,1,21
2015-09-23,65,1,22
2015-09-23,43,1,23
2015-09-23,42,1,24
2015-09-23,34,1,25
2015-09-23,27,1,26
2015-09-23,21,5,31
2015-09-23,8,1,32
2015-09-23,6,1,33
2015-09-23,0,2,35
2015-09-24,266,9,9
2015-09-24,236,1,10
2015-09-24,174,5,15
2015-09-24,138,1,16
2015-09-24,115,1,17
2015-09-24,84,1,18
2015-09-24,77,2,20
2015-09-24,76,2,22
2015-09-24,75,1,23
2015-09-24,71,1,24
2015-09-24,68,1,25
2015-09-24,64,1,26
2015-09-24,36,1,27
2015-09-24,29,1,28
2015-09-24,21,1,29
2015-09-24,0,2,31
2015-09-25,246,2,2
2015-09-25,119,2,4
2015-09-25,115,3,7
2015-09-25,106,2,9
2015-09-25,79,2,11
2015-09-25,78,1,12
2015-09-25,74,1,13
2015-09-25,66,2,15
2015-09-25,58,1,16
2015-09-25,51,1,17
2015-09-25,29,1,18
2015-09-25,16,2,20
2015-09-25,9,2,22
2015-09-25,8,2,24
2015-09-25,2,2,26
2015-09-25,1,1,27
2015-09-25,0,3,30
2015-09-26,212,2,2
2015-09-26,207,15,17
2015-09-26,136,1,18
2015-09-26,123,1,19
2015-09-26,116,1,20
2015-09-26,106,1,21
2015-09-26,98,1,22
2015-09-26,78,1,23
2015-09-26,66,1,24
2015-09-26,64,1,25
2015-09-26,52,2,27
2015-09-26,47,1,28
2015-09-26,44,1,29
2015-09-26,39,1,30
2015-09-26,11,1,31
2015-09-26,10,1,32
2015-09-26,1,2,34
2015-09-27,269,1,1
2015-09-27,268,2,3
2015-09-27,177,2,5
2015-09-27,163,1,6
2015-09-27,100,1,7
2015-09-27,97,2,9
2015-09-27,89,2,11
2015-09-27,85,1,12
2015-09-27,80,2,14
2015-09-27,73,1,15
2015-09-27,59,1,16
2015-09-27,53,2,18
2015-09-27,51,2,20
2015-09-27,50,1,21
2015-09-27,47,1,22
2015-09-27,41,1,23
2015-09-27,32,1,24
2015-09-27,11,1,25
2015-09-27,2,1,26
2015-09-28,270,1,1
2015-09-28,172,1,2
2015-09-28,164,1,3
2015-09-28,117,1,4
2015-09-28,112,1,5
2015-09-28,97,1,6
2015-09-28,77,2,8
2015-09-28,74,1,9
2015-09-28,73,1,10
2015-09-28,72,1,11
2015-09-28,69,1,12
2015-09-28,67,2,14
2015-09-28,60,1,15
2015-09-28,58,1,16
2015-09-28,56,1,17
2015-09-28,54,1,18
2015-09-28,53,1,19
2015-09-28,42,2,21
2015-09-28,35,1,22
2015-09-28,34,1,23
2015-09-28,13,2,25
2015-09-28,10,1,26
2015-09-28,9,1,27
2015-09-28,0,7,34
2015-09-29,315,1,1
2015-09-29,239,1,2
2015-09-29,230,1,3
2015-09-29,207,1,4
2015-09-29,202,1,5
2015-09-29,172,1,6
2015-09-29,165,1,7
2015-09-29,153,1,8
2015-09-29,132,1,9
2015-09-29,130,1,10
2015-09-29,96,1,11
2015-09-29,82,1,12
2015-09-29,81,1,13
2015-09-29,64,4,17
2015-09-29,61,1,18
2015-09-29,60,2,20
2015-09-29,55,1,21
2015-09-29,54,1,22
2015-09-29,53,1,23
2015-09-29,49,1,24
2015-09-29,40,1,25
2015-09-29,35,1,26
2015-09-29,3,2,28
2015-09-30,272,14,14
2015-09-30,216,1,15
2015-09-30,114,1,16
2015-09-30,97,1,17
2015-09-30,93,1,18
2015-09-30,92,1,19
2015-09-30,58,1,20
2015-09-30,56,2,22
2015-09-30,55,4,26
2015-09-30,54,2,28
2015-09-30,51,1,29
2015-09-30,50,1,30
2015-09-30,49,1,31
2015-09-30,48,2,33
2015-09-30,46,1,34
2015-09-30,41,1,35
2015-09-30,19,1,36
2015-09-30,2,5,41
2015-09-30,0,2,43
2015-10-01,167,1,1
2015-10-01,145,1,2
2015-10-01,115,1,3
2015-10-01,84,1,4
2015-10-01,79,1,5
2015-10-01,78,2,7
2015-10-01,69,1,8
2015-10-01,57,1,9
2015-10-01,55,2,11
2015-10-01,51,4,15
2015-10-01,50,4,19
2015-10-01,48,1,20
2015-10-01,45,4,24
2015-10-01,44,4,28
2015-10-01,24,2,30
2015-10-01,23,1,31
2015-10-01,22,1,32
2015-10-01,19,1,33
2015-10-01,3,2,35
2015-10-01,0,4,39
2015-10-02,532,1,1
2015-10-02,239,1,2
2015-10-02,224,1,3
2015-10-02,214,1,4
2015-10-02,200,1,5
2015-10-02,182,1,6
2015-10-02,115,2,8
2015-10-02,113,2,10
2015-10-02,102,1,11
2015-10-02,73,1,12
2015-10-02,63,1,13
2015-10-02,56,3,16
2015-10-02,53,1,17
2015-10-02,50,1,18
2015-10-02,49,1,19
2015-10-02,46,1,20
2015-10-02,39,1,21
2015-10-02,38,1,22
2015-10-02,20,3,25
2015-10-02,2,1,26
2015-10-02,0,2,28
2015-10-03,253,1,1
2015-10-03,192,5,6
2015-10-03,163,1,7
2015-10-03,124,1,8
2015-10-03,114,1,9
2015-10-03,70,1,10
2015-10-03,61,1,11
2015-10-03,59,1,12
2015-10-03,53,4,16
2015-10-03,51,1,17
2015-10-03,46,1,18
2015-10-03,44,1,19
2015-10-03,39,1,20
2015-10-03,38,1,21
2015-10-03,25,2,23
2015-10-03,19,1,24
2015-10-03,16,1,25
2015-10-03,14,1,26
2015-10-03,12,1,27
2015-10-03,10,1,28
2015-10-03,5,1,29
2015-10-03,1,3,32
2015-10-03,0,3,35
2015-10-04,275,1,1
2015-10-04,273,1,2
2015-10-04,249,1,3
